Suburb Name,Zone Name,Suburb Postcode
West Burleigh,Gold Coast,4219
Burleigh Bc,Gold Coast,4220
Burleigh Dc,Gold Coast,4220
Burleigh Heads,Gold Coast,4220
Burleigh Town,Gold Coast,4220
Burleigh Waters,Gold Coast,4220
Miami,Gold Coast,4220
Tally Valley,Gold Coast,4220
Elanora,Gold Coast,4221
Palm Beach,Gold Coast,4221
,Gold Coast,4223
Tugun,Gold Coast,4224
Tugun Heights,Gold Coast,4224
Clear Island Waters,Gold Coast,4226
Kerrydale,Gold Coast,4226
Merrimac,Gold Coast,4226
Robina,Gold Coast,4226
Robina Dc,Gold Coast,4226
Reedy Creek,Gold Coast,4227
Varsity Lakes,Gold Coast,4227
,Gold Coast,4228
Bond University,Gold Coast,4229
Robina Town Centre,Gold Coast,4230
Nerang/ Pac Pine,Gold Coast,4211
Oxenford/Maudsland,Gold Coast,4210
Mount Tamborine,Gold Coast,4272
Mudgereba,Gold Coast,4213
,Gold Coast,4209
Coolangatta,Gold Coast,4225
,Gold Coast,4275
Tweed Heads,Gold Coast,2485
Enora Point,Gold Coast,2486
Boomi,NSW,2405
Mungindi,NSW,2406
Moree,NSW,2400
Inverell,NSW,2360
Warialda,NSW,2402
Glen Innes,NSW,2370
Deepwater,NSW,2371
Tenterfield,NSW,2372
Garah,NSW,2407
Gravesend,NSW,2401
Ballendean,QLD,4382
GlenAplin,QLD,4381
Stanthorpe,QLD,4380
Warwick,QLD,4370
Allora,QLD,4362
Spring Creek,QLD,4361
Clifton,QLD,4361
Greenmount,QLD,4359
Warra,QLD,4411
Surat,QLD,4417
St George,QLD,4487
Chinchilla,QLD,4413
Nindigully,QLD,4497
Miles,QLD,4415
Talwood,QLD,4496
Toobeah,QLD,4498
Drillham,QLD,4424
Dulacca,QLD,4425
Yuleba,QLD,4427
Wallumbilla,QLD,4428
Roma,QLD,4465
Emerald,QLD,4720
Brigalow,QLD,4415
Blackwater,QLD,4717
Bluff,QLD,4702
Dingo,QLD,4702
Injune,QLD,4454
Duaringa,QLD,4712
Rolleston,QLD,4702
Moura,QLD,4718
Springsure,QLD,4722
Taroom,QLD,4420
Theodore,QLD,4719
Wandoan,QLD,4419
Pittsworth,QLD,4356
Southbrook,QLD,4363
Linthorpe,QLD,4356
Millmerran,QLD,4357
Cypress Gardens,QLD,4357
Goondiwindi,QLD,4390
Inglewood,QLD,4387
Yelarborn,QLD,4388
Oakey,QLD,4401
Kingsthorpe,QLD,4400
Goombungee,QLD,4354
Kulpi,QLD,4352
Evergreen,QLD,4352
Toowoomba,QLD,4350
Cabarlah,QLD,4352
Peachey,QLD,4352
Narrabri,NSW,2390
Gunnedah,NSW,2380
